R0001,"We arrived and our table was not ready which given the time off year it was no big deal  The food was very slow we finally got our main coarse at 10 20pm having arrived at 8 30pm   We were not all served at the same time and 3 of the steaks were not cooked as requested which was disappointing  the mash and veg were cold  We were served a glass of prosecco as a gesture  One of the party had to change her steak for a sirloin as they ran out of fillet steak this was not reflected in the final bill and we had to ask of it to be changed  The staff were very attentive and efficient  We were shown downstairs to finish our drinks after dinner were we secured a seat at the back of the room so we were happy with that until this rude aggressive nasty bouncer approached us as roared at us to �get up out of the seat now they are reserved� to say we were taken aback by his manner and demeanor is an understatement  There was never a reserved sign in the table and we were just bullied out of the seat by this bouncer to accomadate someone else    I dont know if it is policy to treat your customers in this manner but 
Myself or my family will never be back to your establishment again "
R0001,We did the 3 course price fix for 30 Euros  We also had glass of wine and a Guinness  Food was great  service was great   and price was great  Thanks
R0001,We have been there a number of times and never disappointed  Jonnie especially is always attentive and full of laughs 
R0001,We thoroughly enjoyed our lunch and the staff were great  The restaurant had a lovely ambience and we will be back
R0002,After booking online when we turned up the chef was not there so we had go elsewhere 
R0002,Amazing  as always  Staff and food selection and presentation were perfect and delicious 
R0002,As always  the food and the service were excellent  Great value for money  War and cosy on a cold night 
R0002,Delicious food and excellent value for money  Great for a catch up with friends 
R0002,Great little restaurant with great friendly staff
R0002,Great place  loved the relaxed service  Food was excellent 
R0002,I received a voucher as a Christmas present for 3 course meal for 2  When I got to the restaurant there was a special menu for who had the vouchers This menu had very limited choice  choice of 3 starters 3 mains and 3 desserts  Noting I had pre picked out was on the menu I advise the waitress that I was annoyed that it did not specify on the voucher that we would have to order from a special menu  She said there was nothing she could do How can a voucher state you are saving money when you cannot order of the regular menu We had calamari this was overdone and the chicken wings were not very nice  We had the seafood linguine  not much seafood and garlic bread was tock hard  The waitress was very nice but the service was very slow we were in the restaurant for over 2hrs and waited 20mins before our payment for the bill I had my 9yr old son with me so it was a challenge to keep him entertained in this time 
R0002,"Poor poor poor

I ordered the breakfast  It arrived 30 mins later  Wrong order I asked for friends eggs  The staff were rude and made it seem like I was a hindrance to them "
R0002,Very enjoyable experience 
R0002,Wanted a steak  My husband had the tofu steak and loved it  Great service and meal  Happy we found such a charming spot   
R0002,We got the early bird  Dont think its a place of go to again for food but maybe for drinks  I had the tuna Tartar for starter wasnt a fan  
R0003,1st time visit had a lovely meal  and  enjoyed tasting craft beer  Would certainly recommend to friends 
R0003,Apart from the great beers and gins  I particularly appreciated the vegetarian options and the cheery welcome of the staff  We felt immediately at home 
R0003,"Great and novel choice of craft beers with many of them Irish  broken down by county 
Friendly service and tasty food "
R0003,Great food and service  They were also able/willing to modify some of menu to make it vegetarian  which was much appreciated 
R0003,Great place with lot of local beer  Friendly staff who is really helpful 
R0003,"I gave this venue a great review the last time but not this time  The food was very average  The chef must have changed  The calamari was very difficult to chew  My wife asked for her steak to be medium rare but what she got was north of well done  The homemade chips/wedges were al dente  My ribs were very dry and again overcooked  When the waitress saw how much was left on my wifes plate she asked was everything ok; I told her that about the steak  Her response was a cursory sorry about that and no more 

As the other couple could not join us we asked the waitress if we could use the voucher the following Saturday as it was one day after the expiry  She asked the manger and quickly came back and said no  You would think that after the poor quality of food and having bought  two drinks each before the meal and a bottle of wine with it they would have had obliged 
Also  we requested a table at the window and was told they would make every effort to fulfill our request  but no effort was made at all  There were tables available and we took the initiative ourselves and changed table to one at the window "
R0003,"Its just ok  Thats the best I can say  I came in on a Monday afternoon  There wasnt much of a crowd but service was still pretty slow  waiting 20 minutes to receive the bill after asking   I got fish and chips  which were pretty bland  A bit more seasoning would have gone a long way but these were absolutely flavorless  

Dont think I would return "
R0003,Just excellent service with incredibly friendly and knowledgeable staff  Just brilliant 
R0003,"Love their ""naked"" tortas  basically any torta with salad instead of bread   Great value for money and good for the paleo / primal conscious lunch"
R0003,One of the best bars in Dublin  Food is great  Irish craft beers on offer are extensive and the staff are a delight 
R0003,Staff and service was amazing and the food was beautiful
R0003,Staff were extremely helpful and pleasant   and the food was very good   Very good value for money  and a lovely atmosphere 
R0003,The bartender was a real jerk  First bad service weve had in Ireland  He was condescending and acted like he was doing us a favor 
R0003,The main courses were tasty but the mash potato was only luke warm  The desserts were terrible  we ordered a chocolate brownie and eton mess 
R0003,This is absolutely the best ramen I have ever had   �The broth was amazing   plenty of chicken 
R0003,"This is not my first visit nor will it be my last   Downstairs the pub atmosphere is great and upstairs is a little gem of a restaurant   The staff are knowledgeable and friendly and cant do enough for their guests   I would highly recommend it and I will return without doubt 

Mary "
R0004,"
A bit pricey in my opinion but not highway robbery  At a stretch its not a bad option  and granted I didnt try the pizza  but Im ready to check out other places in the area rather than returning here "
R0004,Highly impressed    
R0004,"FIrstly  my boyfriend and I were very confused when we showed up and the staff said they had no record of my reservation  Luckily  they did happen to have an empty table for two and we were shown to our seats  Weirdly  I got a confirmation email  two days later     to say that my reservation had been accepted 

Secondly  and most importantly  the menu online is completely different to what they actually have in the bar  We went expecting a casual restaurant offering steaks  burgers  lasagna  etc  but instead this is a bar offering bar food like hot dogs and nachos  which would be fine if thats what we had been looking for   We were so confused  thinking we were either in the wrong place or that there must be another dinner menu  When we asked the very nice waitress about the menu she said shed been working there for over a year and this had always been the only menu they had  
So then we had to try and find a walk in restaurant and put our names on the waiting list  We ended up being nearly an hour and a half late to a birthday party as a result "
R0004,Horrible   spent  Euro 80 in take away   i think that they bought their awards on the wall   youre better off going to Tesco and buying frozen chinese dinners
R0004,"I did not get the chance to eat at this place  as it was closed when my fiancee and I showed up  and therefore our romantic Christmay Day diner was ruined  as we eventually had to eat at a chipper 

I do not understand why the restaurant accepts a booking for a day that it is closed "
R0004,"Its a nice find for those wanting a break from sandwiches or pub food in the area 

However  it came to a disappointment  Its the only restaurant Ive been to that doesnt serve banchan  the side dishes   The Seafood Bibimbap came with very tiny pieces of previously frozen mini shrimps and squid cut up so small  The vegs were only lettuce  shredded carrot  beansprouts  and few tiny pieces of zucchini  It felt like eating warm rice with lettuce  with very little seafood  The miso soup that came with it was also quite tasteless  without any seaweed in it 
"
R0004,The food is mediocre at best  Had much better food on our trip at other places 
R0004,They were closed we took a taxi over and was dropped off stranded if you are going to be closed you need to turn off your online app reservations  Probably wont try again
R0004,They were so rude when I walked in telling us the kitchen had closed  and when I said  I had a reservation  they said they assumed I wasnt turning up and they expected me at 8 even though the reservation was for 8:30  I walked in at 8:29
R0004,Wouldnt honour booking as they said they were fully book  Dont book through online
R0005,firstly  the staff had no knowledge of our booking  but i must say they rectified this promptly  Thankfully  i had the confirmation on my phone   i found the selection of food presented to be very poor  The one finger sandwiche the bread was stale   the rest of selection was poor  very disappointing  would not recommend  The coffee was very bitter  would have liked more time to select tea  I had to remind the waitress that our companion was hard of hearing and to slow down when speaking 
R0005,Had a fabulous afternoon  The service was lovely  staff were kind and very attentive  The food was delicious  Had cocktails which were amazing
R0005,We had a lovely afternoon tea
R0006,"5 guests for Afternoon Tea  For a special Birthday 
The event room and Hotel are excellent 
The guests disappointed by the slow service and the bland presentation 
Considering the level of the Hotel  the presentation should be amazing 
The Tea doesnt appear to extend to the full Afternoon Tea  Only to the final deserts "
R0006,An absolutely amazing  once in a lifetime experience  Would highly recommend it to anyone traveling to Dublin  Pricey  but worth it 
R0006,Best experience in Dublin and we have experienced all other hotels 
R0006,"Charming  hidden gem with many culinary surprises  each one better than the last 
I throughly recommend you leave city centre to go here "
R0006,"delicious food   wine and desserts 
service was friendly and the atmosphere warm and unassuming despite the top notch quality of the food"
R0006,Engaging staff  wonderful food and really interesting feature of art inspired second course  Loved the complimentary art catalogue
R0006,Excellent experience from start to finish   Really enjoyed the Afternoon Tea 
R0006,"Excellent Hotel 5 star as far as we would rate it staff were very kind and went aove the call of duty
I certainly would go  back there again"
R0006,Excellent service  Great food 
R0006,Fabulous afternoon tea  Best in Dublin  Service was excellent  we had a beautiful afternoon 
R0006,"Felt room did not create a relaxed atmosphere for afternoon tea Very noisy constant traffic to the bar While service was good felt no attention to detail  water glasses not topped up  plates  and cutlery not changed after savoury course Had to attract attention for more tea/coffee Sandwiches were poorly presented   maybe open type aesthetically better Scones were cold would have expected them to be warm 
Have had afternoon tea in other similar rated hotels   felt this was only average While waiting staff were good and explained menu  they were not attentive once savoury course served "
R0006,"Friendly staff good food and service in a great setting just off the main road 
A nice little bar inside and a lovely courtyard for the smokers"
R0006,Gluten Free sandwiches did give the impression they were made some time previous  bread exterior dry and aged  Staff very friendly and attentive  Felt location was very dated and lacked spirit  not joyful and showing little Christmas spirit 
R0006,Great experience  Too much waffle about the art lol
R0006,Had a Christmas Dinner there   fabulous food and wonderful wine but be prepared for the bill   Did I feel it was poor value   no
R0006,I wanted to have a chat with my friend coming along whole way from HongKong  Other customers besides us had a new born baby  who kept crying  The chat was disturbed time to time  The staff kept asking everything okay too often  All I wanted to have a relaxed chat quiet mode 
R0006,I was delighted with the service and staff  Its a wonderful experience and I would recommend it to anyone 
R0006,"I was so looking forward to this   had a voucher so checked this at reception before going in   was assured it would cover the tea in its entirety   Got a nice table and was joined by a friend  Started off well but then a group of business men sat at the table beside us  They proceeded to open laptops and conduct a meeting   very intrusive   phones and laptops  We eventually asked our male server to ask one of them to close his laptop   it was right in our faces  He just banged it closed  changed seat  at same table  and meeting continued on  It spoiled our tea   there were signs on the tables not to use mobile phones   I couldnt believe the hotel did not move them to another location  We had some wine with our tea so when the bill came I was ready to pay for the wine but a ""drama"" ensued then with the waiter that the voucher only covered regular tea and not festive   I was mortified in front of my friend   I had already checked this at reception to avoid any such issue  Eventually he didnt charge us  extra 8 euro  but again the damage was done   I would have expected better  There did not seem to be adequate staff that evening   several times there was no waiter in the room and we had to wait for fresh tea   the food was just delivered once so very little work there 
The only bit that worked seemlessly was the booking process online "
R0006,"I would not recommend this  I felt it was exceptionally underwhelming  The only pleasant eat was the savoury offering although this was very unimaginative also  For the most part the sandwiches were made from regular sliced pan 
All of the sweet portion predominantly tasted the same which was stale and sickly sweet  Each of the signature art desserts pretty much tasted of nothing  
Overall I was extremely disappointed in the experience and would certainly never recommend"
R0006,Ok this is the BEST HOTEL by far in Dublin for EVERYTHING with the exception of the FOOD  I have had it before and it was more or less the the same experience  I also wrote to the hotel directly of my disappointment   The food is stodgy and cheap  It does NOT represent the hotel whatsoever and that is why I cannot understand why this type of food is still being served for this occasion  Most people had left half of their food on the plate  Far too much sweet is given and not enough savoury  But its also the quality of food that I have an issue with  It goes back to the old saying quality over quantity    A change of menu is badly required  My three colleagues who I had invited were in agreement  I actually wont mention the price as I actually believe if the food was changed you are then paying for the overall experience which as I stated at the outset is the best in Dublin  An honest reply given above 
R0006,"Ordered a delivery here at 9 on Wednesday the 13th of May 
By 11 30 the food still hadnt arrived  so I called the take out and they said that the person on the front desk had finished their shift when they took our order and they didnt put it through properly  
Would never order from here again  "
R0006,Our experience  was brilliant  The service was perfect   friendly but professional and very knowledgeable  The detail that went into each aspect was exquisite  particularly the second course of mini desserts inspired by pieces of art in the hotel  The atmosphere was very relaxed and we did not feel rushed in any way  Would highly recommend as a special treat 
R0006,Such a beautiful experience  We are regulars visitors to The restaurant and it never fails to impress 
R0006,Superb on all levels  A must experience 
R0006,the burrito was put together was awful  
R0006,The food was delicious  the service was impeccable  the staff were lovely and the harpist was first rate
R0006,The Hotel is lovely and so is its afternoon tea   superb 
R0006,"There were two things that disappointed me  Firstly  when making the booking I said it was a special birthday and I reminded the girl who rang me to confirm the booking of this  No special anything appeared to celebrate the birthday  
Secondly  we were seated in the inner room opposite the fireplace and beside a very busy walkway between the bar door and an staff entrance to a kitchen  perhaps  It made for a less than relaxing ambience  
My daughter and I had a nice time together and the girl serving us couldnt have been nicer or more attentive "
R0006,Very enjoyable and excellent service from staff 
R0006,Was nice but wouldnt be rushing back felt it was overpriced for what you got
R0006,We have had afternoon tea in many places and several countries  This art tea was one of our top 5 teas of all times 
R0006,We stayed at this Hotel for two nights in September 2018 and had booked afternoon tea  We were very much looking forward to it however this was sadly  one of the worst tea experiences weve ever had  The Drawing Room where the tea is served is noisy  uncomfortable  dated and freezing cold  and we were seated nearest to the fireplace    The food itself was not good either  The sandwiches and scones were okay but the desserts which are art inspired had zero flavor and we could not eat them  The tea was also weak with very little flavor which I simply do not understand  Although the staff was lovely  they seemed rushed / overwhelmed and that created a chaotic environment which made this dining experience anything but relaxing or enjoyable 
R0006,We were disappointed as given a RELIABLE recommendation  We came from Kildare  just for this experience for a special occasion The Art Tea was very effective and we loved the concept and enjoyed the desserts  but In our opinion overall  we would not recommend it even at a lower tariff 
R0006,We were very disappointed with afternoon tea have had much better at other hotels
R0006,We were very disappointed with the slow service between the 2 courses  After 1h15 minutes we had to ask for the second course to be boxed as we could not stay any longer  We did appreciate however when we were not charged for the champagne to compensate  but we would rather have eaten all our meal there 
R0006,What an amazing food  One of the best steaks i ever had  Big choice of wines  and beers  Not cheap but tasty 
R0006,While staff friendly  I felt the afternoon tea was rushed  tea went cold and champagne glasses and water glasses were warm  for price paid  could not see value   Hightlight were second course desserts presentation but unfortunately they were far too sweet and lacked different flavours   Terribly disappointed overall as I heard it was good from others 
R0007,"Food was clearly microwaved  samosa were steaming and soft  Papadoms cold and the pickles were just passed between tables without being replenished  Chicken was crunchy  naan was soft and again steaming  
Then the waiter decided to tell us that he was so hot that sweat was dripping down his back 

A horrible experience in what should have been a nice last evening meal in Dublin

Bill arrived but agreed to only pay for what we enjoyed  2 bears"
R0007,Great food  reasonably priced  great service  would definitely go back 
R0007,Nice quiet restaurant  cute and in a great location of temple bar  Staff are friendly and attentive  I would recommend 
R0007,Really enjoyed our night  Simple restaurant with gorgeous food and nice service  Will deffo be back
R0007,Very overpriced for the quality of food we were given 
R0007,We had a meal here with my wife  to celebrate my birthday  Slightly off the main thoroughfare in the Temple Bar area  the staff were friendly and welcoming  Food was delicious with a good selection of vegetarian dishes  I would highly recommend this restaurant 
R0007,"Woeful service  

Terrible food  

Over priced  

Would not recommend "
R0008," ""roast vegetable wrap"" had raw spinach  shredded carrots and green bell peppers  Perfectly cooked"
R0008,A fantastic day  the staff are phenominal 
R0008,"A must see Pub  never ending selection of whiskeys and beers 
Check if Irish Folk music is going to be played as it does add a relaxing background "
R0008,Amazing food and cocktails  great venue for catch up with friends  excellent service 
R0008,"At 6  we ordered a vegetarian set meal for 2  When I rang them at 7:30; they said the food was on its way  The food arrived at 8  with 2 missing items  I rang the delivery person to tell them that 2 items were missing and he told me hed get back to me  At 8:40  the restaurant called to ask if I wanted to just put the money towards my next order  I asked them to simply refund the money for the missing items  and they told me theyd have to physically bring me the cash rather than refund my card payment  so I asked them to just bring the items instead  They said theyd be back to the house with the missing items in 40 minutes  At 10  they called again to say the items were ready but wanted to know if I just wanted to put the money towards my next order with them  which I had refused to do an hour and a half previously  I told them that I would not be ordering from them again  and just wanted the money back  They did not apologise or offer any concession; instead  they blamed the rain  The rain  In Dublin 

At 11:45 pm  the delivery person showed up with the refund for the two missing items 

This is  hands down  the worst experience I have ever had ordering delivery from any restaurant in any location ever  Stay away "
R0008,Booked a table there for a date  We were moved to the bar upstairs as we only wanted drinks and no food  despite it being completely empty downstairs  and we had to spend our date alongside a bunch of underage teens   s is �strictly� over 21s     and loud music  Not coming back 
R0008,Brought my daughter here for 18th birthday lunch  Just the two of us  Very poor service  Had to ask over and over where drinks where  Only ordered two drinks as they took so long 20 to 30 minutes   Also condiments not brought out had to ask for salt pepper mayo ketchup  Was very frustrating  Was hard to get staffs attention 
R0008,Chicken wings were cold  first drink took about 20 minutes we got out starter before our drink   Rib of roast beef was dry and tasteless  followed by a terrible mohito that tasted like water  For been advertised as a cocktail bar the staff dont seem very skilled mixologists 
R0008,"It was odd to see other customers coming over and trying to help me or ask if I am fine  
Really upsetting in the service "
R0008,Disappointing as was my girlfriends birthday  rang on Friday asking for a cake +candle  also asked when booking plus   was mentioned to me on arrival whos  birthday it was no cake ever arrived disappointing  end to a good night 
R0008,Everything from once arrived to leaving was perfect
R0008,Food not great Burger was too dry and chips were soggy  Cocktails taste like there is no spirits in them  Dj was ok not great 
R0008,Food was delicious  very tasty  Drinks were lovely and the prices are very reasonable  Will definitely be back again
R0008,Food was good but expensive for what it was and the wine was poor quality 
R0008,food was just average  Staff were helpful  Wouldnt go back to be honest
R0008,Food was lovely front of house staff were great just bar staff were so slow and not very knowledgeable had to repeat my drinks orders several times and when I was leaving had to wait over 10 mins to get change after paying for food 
R0008,Food was overcooked  pasta sheets in lasagne baked hard  and not well presented  cream sause in lasagne leaked out    Service was quite slow   Wont be going back 
R0008,Fresh  hot soup on a cold  and  wet April day  Soup comes with bread and a piece of fruit  Staff Pleasant 
R0008,good service  but food  was very average for the high end price paid
R0008,Great burritos and quite filling  I love burritos and this place does it really well 
R0008,Great food and lovely cocktails
R0008,Great  waitress was nice and the meal was tasty
R0008,"So    the duck was nothing but fat  and not the tasty fat that you know you shouldnt like but do; the really fatty fat that you actually cannot stomach  The veg tasted of nothing  as did the rice which had no seasoning whatsoever 
I really wanted to love this place  I was genuinely so excited  But unless I hear good reviews from others in the coming months  I wont be returning "
R0008,Huge portions  good spot to go if youre hungry  Music was very loud  not what we were looking for so worth considering  Service was good  would consider again
R0008,I ate here on Sunday  Im a coeliac so I had a look at the website which said there were coeliac options available  I ordered a starter which was fine and asked if I could get a burger for a main  The burger came out with chips which to pointed out to the waitress  She removed th chips and asked did I want vegetables  I said no because I dont want a plate of vegetables  I then had a piece of meat with bacon and cheese and a few pieces of lettuce which was fairly disappointing  For dessert I asked about the chocolate Sunday minus the brownie pieces  I was brough out a bowl of plain ice cream  When I paid I was charged full price for an absolute joke of a meal  You should not be advertising that you have coeliac options available if your wait staff havent a clue what it is and you havent really any main meal / dessert options available  Im annoyed at myself for not mentioning it and actually paying full price  Defiantly will not return 
R0008,I found this gem on web  It deserves the 5 stars it has gotten from everyone else  Great service gorgeous food 
R0008,"I guess Ive tasted much worse  but Ive also tasted better and for much less  �Good Italian food does not need to be so highly priced  �Having lived with a bunch of Italians for 15 weeks in student digs and eating fabulous dishes made on very little money  I can attest to that  
"
R0008,I have been here a few times with friends for drinks  As a bar to drink at  it is simply okay nothing great
R0008,"I was very disappointed ive been before and really enjoyed it but this time around it was a different experience  
I ordered the Duck and found it very tough 
The toilets were very dirty  We had to advise the staff there was no toilet roll 
We found the service very slow 
Not a great experience overall "
R0008,"Issue we had was no kids menu  we had 3 adults and 2 kids  We were told that although no kids menu we would be given childs portions however we were charged full price for all 5  2 Cocktails included and 3 course meal for all 5 cost 220 euro which is ridiculous for 5 people  I said nothing as just wont return  This was our favourite restaurant up until now but value for money shocking   The Lasagne was like a brick  Rest of food was nice but again telling you kids portions and charging you full whack is not on 
feel free to reach out to me if any further questions"
R0008,it is always a great place to catch up with friends  Good music  nice vibe  great food and even better cocktails 
R0008,"It was New Years Eve and were setting up for the night  why take dinner bookings 
Sat down straight on to a pice of broken glass  it was sticking out of my leg like a comedy sketch with blood pouring out  Their response: sorry about that were a bit busy  heres a plaster 
A joke of a place  stick to 15 year olds getting drunk and leave the dinner menu "
R0008,John was excellent  He really made our evening  such a lovely guy with a great personality so warm and friendly  Thanks John 
R0008,Lovely food lovely staff  overall it was amazing experience 
R0008,Management was rude and dont really consider the customer  All they care about is getting as many people in as possible and their turnover
R0008,More like a nightclub than a restaurant  V loud  sticky floors and average food  Wont be returning
R0008,"Music was awful club music for dinner  Service good  got asked to finish the cocktails we had on table as the waitress held the new ones in her hands and put them down once we handed back the empty glasses  
Starters good  steak and fajitas very average not worth the price 
 Euro 5 cocktails good but so weak  had 3 and very little alcohol

Probably wont go back"
R0008,Myself and my boyfriend had a great meal for his birthday  Ive been a few times now and would definitely recommend it 
R0008,Never had such rude service in my lifeZ the waiter was horrible and we were ignored while customers who came in after us were served 15 20 minutes ahead  I will not be back
R0008,Our party of three had a lovely New Years Eve dinner  The food was really tasty and service was very efficient and friendly  We will definitely return 
R0008,"Over all my experience was terrible 


Firstly myself  and  3 friends arrived at 10:10pm  and  asked your staff member on the door  male  tall  and  dark haired  if they still served food and if a table was available  he replied with no sorry nothing available tonight  Only until 5 minutes later i went onto my the app app to see this place had several tables available at that time  I booked through online app for a table available at 10:30pm  Arrived back at 10:25 and there was a girl at the door which had also witnessed the man refusing us a few minutes before  i told her i had a booking and her face dropped as mine would too if that was me working there  

We were seated and order had been taken by a waitress who didnt quite understand our order too well and seemed to get frustrated  

One thing i will say is the food was really quick and really nice  just a pity about our over all experience  definitely wont be recommending to anyone anytime soon  "
R0008,Overall a good experience  ruined by waiting 20 minutes for drinks ordered before we even ordered our food  Server was rude when we asked where they were quite politefullt  Disappointing 
R0008,Plenty of managers and yet not once asked if everuthing was ok   got the feeling they just wanted to get people in  fed and out 
R0008,Really poor service and food was bland  Starters and mains were mixed up and we were over charged when presented with the bill  Meal quality was extremely poor for the amount charged per dish  Would definitely not go again or recommend to a friend 
R0008,Seating down the back for dinner is very overcrowded and therefore the temperature is very hot  Asked to be moved and the a waiter obliged and got us a new table 
R0008,starter was sent back  way to much salt  main course  the potatoes werent cook  staff were indifferent 
R0008,The first bite of the massaman was lovely  but on the second we realised that the lamb was actually quite dry  and the sauce far too salty  Too much tamarind  we concluded 
R0008,The food and service was amazing  We had a party of 6 and had the best celebration while eating some delicious  and very well priced  food 
R0008,The food for the price wasnt great value at all and didnt live up to the pricing 
R0008,The food was good but the attitude from some of the staff was disappointing  The man that showed us to our table rolled his eyes when I said I had a table booked and told him my name  He said he left a message on my phone earlier  I explained that I never got a message and asked what it was about  The man said that it didnt matter now as we were here  I asked for a second time what the message was and he told me to forget it  with a sigh   The same man took payment from me at the end of our meal  he was rude in manner and seemed annoyed when I said that I would like to pay with a card  Even though the food we ate was good and great value  We wont be going back 
R0008,"The only thing I liked about this place was the decor  The staff kill the atmosphere  Tumbleweed passed by my table   
The lunch was even a tiny portion and tastless  I could feel the waitress looking at my reaction as I ate  its like theyre waiting on the dissapointment  I wont be back "
R0008,the staff st the door were very rude  didnt tell us they had double booked the table and only gave us an hour to eat and drink will not be returning
R0008,The treatment from what I presume was management was appalling  My sister and her boyfriend ordered their food  and  went to an ATM close by when they tried to get back into this place they were told they werent old enough to be in there even though they had already been seated and were both over 18  They were eventually allowed back in  Food wasnt great and staff never returned to see if we wanted more drinks  I love the place for the lunch box but will never return after this  The only highlight was the lovely waitress who served us 
R0008,This place is a real gem  The food is simply spectacular  The service is excellent  The ambience is great  Superb 
R0008,Two people attended for dinner  My food was nice and cooked okay  However  my boyfriends was burnt and the garlic bread was not fully cooked 
R0008,Very bad service  rude staff members  Wasnt happy with the way I was treated 
R0008,Very disappointed in their customer service  We ordered 2 500ml bottles of coke  and were delivered the 330ml cans  We had already opened the cans before realising that they had given us the wrong size  so we called to complain and they told us theyd deliver us the correct bottles  �When they got here  they dropped off the bottles  left  and then came back to ask for the cans back a few minutes later  When we said we had already opened the cans  they then demanded the bottles back and said theyd give us the difference instead  20 cents   This was THEIR mistake  and they should have corrected it by giving us the bottles despite us having already opened the cans  �We were not interested in getting 20 cents back  we wanted the correct size bottles  �Any other restaurant would have just given us the bottles  Their customer service deserves zero stars 
R0008,Very young peoples place  Found food over priced for what we got 
